koi_disposition,koi_prad,koi_teq,koi_period
FALSE POSITIVE,1.69,938,7.77241144
CANDIDATE,0.46,758,1.99469354
CANDIDATE,1.25,943,10.51421162
CONFIRMED,9.17,380,214.31204390000002
FALSE POSITIVE,37.24,2042,0.8768263359999999
FALSE POSITIVE,29.95,316,208.86909719999997
CONFIRMED,1.57,967,7.259322599999999
FALSE POSITIVE,134.5,3234,1.98663794
FALSE POSITIVE,26.65,727,13.54208867
FALSE POSITIVE,34.45,794,7.549303632999999
FALSE POSITIVE,35.53,1883,0.77544539
FALSE POSITIVE,18.98,576,308.25523799999996
FALSE POSITIVE,2.52,841,3.46724809
FALSE POSITIVE,22.15,1906,0.677761275
FALSE POSITIVE,44.7,1294,2.8457390119999997
FALSE POSITIVE,2.9,420,175.358905
FALSE POSITIVE,3.48,551,12.42618005
FALSE POSITIVE,23.25,1185,2.189090653
CONFIRMED,1.9,817,5.33905606
CONFIRMED,2.42,746,23.221811499999998
FALSE POSITIVE,24.15,1282,3.351573993
FALSE POSITIVE,24.01,891,8.097050622000001
FALSE POSITIVE,77.23,1851,2.119107262
CANDIDATE,12.74,1320,5.24088367
CONFIRMED,2.52,318,142.545
CONFIRMED,10.31,342,240.79904720000002
FALSE POSITIVE,144.5,1162,0.865959015
FALSE POSITIVE,27.85,988,1.5274911169999998
FALSE POSITIVE,4.98,295,161.253747
FALSE POSITIVE,670.04,2252,15.84131693
CANDIDATE,5.5,972,9.2075634
CONFIRMED,2.55,1484,2.5903958
CONFIRMED,2.69,1167,5.3235335
FALSE POSITIVE,41.62,2198,0.831741499
FALSE POSITIVE,62.25,1328,4.5324163219999996
FALSE POSITIVE,378.61,2582,4.032760214
FALSE POSITIVE,14.78,809,6.714247798
FALSE POSITIVE,0.87,1123,2.21396079
FALSE POSITIVE,8.0,534,11.35501209
FALSE POSITIVE,49.33,1959,1.195515251
CANDIDATE,7.31,1561,2.60720833
CANDIDATE,14.0,989,5.80184753
FALSE POSITIVE,2.62,1421,5.26641416
CONFIRMED,1.51,1374,1.847892736
CANDIDATE,23.28,997,0.604358764
FALSE POSITIVE,82.26,1177,11.377528100000001
FALSE POSITIVE,85.84,1713,14.46993942
FALSE POSITIVE,5.19,1515,1.278555003
CONFIRMED,1.0,2024,1.2262239590000001
FALSE POSITIVE,77.18,921,15.64064161
CANDIDATE,0.72,788,6.8873112999999995
FALSE POSITIVE,21.42,1286,43.8496474
FALSE POSITIVE,106.66,2869,0.752158047
FALSE POSITIVE,146.63,1998,17.747605899999996
FALSE POSITIVE,31.39,1513,1.233076007
FALSE POSITIVE,1.53,749,19.4444573
FALSE POSITIVE,22.76,1348,1.1910489
CANDIDATE,0.44,1087,2.18565886
FALSE POSITIVE,9.69,468,66.15397829999999
FALSE POSITIVE,25.41,211,158.3226379
CONFIRMED,2.79,297,198.680859
FALSE POSITIVE,100.2,2255,1.5926341609999999
FALSE POSITIVE,27.77,1104,3.31577795
FALSE POSITIVE,510.48,1629,2.08043378
FALSE POSITIVE,43.21,1024,4.464565251000001
FALSE POSITIVE,38.95,1404,1.523298835
FALSE POSITIVE,39.34,2214,3.5396313530000003
FALSE POSITIVE,215.89,883,6.195861785
FALSE POSITIVE,0.82,1920,0.566805514
FALSE POSITIVE,37.5,452,186.51681159999998
CANDIDATE,72.16,498,197.1455327
FALSE POSITIVE,23.55,979,3.204222652
FALSE POSITIVE,19.46,1180,2.1781547740000002
FALSE POSITIVE,31.84,1898,0.99466172
FALSE POSITIVE,28.57,237,359.00687999999997
FALSE POSITIVE,1680.99,1792,121.0598037
FALSE POSITIVE,0.54,2162,0.721335207
FALSE POSITIVE,1.85,1136,3.28274272
FALSE POSITIVE,2.93,1839,1.2313619340000002
CONFIRMED,2.21,508,89.7224125
CANDIDATE,1.21,784,7.12766417
FALSE POSITIVE,345.7,2719,2.080431782
CANDIDATE,0.94,1330,3.52364689
FALSE POSITIVE,22.98,739,19.979098
CANDIDATE,0.63,889,4.78850084
FALSE POSITIVE,23.76,2021,6.2820426
FALSE POSITIVE,10.3,329,141.73403059999998
FALSE POSITIVE,23.0,341,119.68650500000001
CANDIDATE,0.99,1351,1.2106936259999999
CANDIDATE,1.04,1402,1.0900110029999999
CONFIRMED,1.15,427,34.211502200000005
FALSE POSITIVE,43.71,842,7.061149921
FALSE POSITIVE,46.24,1310,3.711012492
FALSE POSITIVE,108.78,3429,1.815632406
FALSE POSITIVE,42.69,323,205.58333090000002
FALSE POSITIVE,101.41,882,4.309067482
FALSE POSITIVE,8.6,335,111.03962050000001
FALSE POSITIVE,928.96,4037,3.1870872410000004
FALSE POSITIVE,60.5,1502,2.3474796959999997
FALSE POSITIVE,0.49,2006,1.13353095
CONFIRMED,7.23,308,440.7843755
FALSE POSITIVE,1.39,1390,3.255189932
CONFIRMED,1.46,1676,0.9387502209999999
FALSE POSITIVE,7.86,2328,2.992704682
FALSE POSITIVE,39.52,1513,6.12810722
FALSE POSITIVE,36.16,897,2.115511511
FALSE POSITIVE,173.18,1062,21.3779536
FALSE POSITIVE,533.08,1472,4.350460215
FALSE POSITIVE,251.93,1254,22.77194512
CONFIRMED,2.65,592,67.844689
CONFIRMED,3.61,705,27.321424199999996
FALSE POSITIVE,63.42,1134,9.84883968
FALSE POSITIVE,44.24,319,227.6625222
FALSE POSITIVE,9.14,1568,1.06100873
FALSE POSITIVE,28.21,1379,0.623393802
CONFIRMED,22.95,1437,0.65355361
CONFIRMED,1.29,1256,2.3702932
FALSE POSITIVE,89.79,1669,1.8733807169999999
FALSE POSITIVE,51.11,2925,1.87337894
FALSE POSITIVE,21.06,901,7.50023955
FALSE POSITIVE,30.38,1566,2.248063246
FALSE POSITIVE,54.17,896,63.32786360000001
FALSE POSITIVE,19.17,289,245.43820209999998
FALSE POSITIVE,33.24,361,178.41298989999999
FALSE POSITIVE,37.56,1118,2.192004364
FALSE POSITIVE,165.15,3693,1.471060209
FALSE POSITIVE,35.2,468,213.3990406
FALSE POSITIVE,51.44,1157,6.40802979
FALSE POSITIVE,7.08,1395,1.327471395
FALSE POSITIVE,26042.9,4120,1.247156944
CANDIDATE,13.21,300,288.3128666
FALSE POSITIVE,34.34,1571,2.119100054
FALSE POSITIVE,4.28,1671,1.466535757
FALSE POSITIVE,1.26,2475,1.49131759
CANDIDATE,1.96,621,19.57783279
FALSE POSITIVE,15.7,1126,3.04476607
CANDIDATE,231.85,2660,106.18732
CONFIRMED,4.22,407,105.65526509999998
FALSE POSITIVE,47.58,1233,4.029803201
FALSE POSITIVE,73.29,2080,1.303858554
CANDIDATE,0.78,679,9.74765878
CONFIRMED,0.98,1309,3.18899015
CANDIDATE,2.15,314,309.89103
FALSE POSITIVE,52.91,1494,2.81753381
FALSE POSITIVE,539.16,1261,56.699310700000005
FALSE POSITIVE,1.0,1783,1.8036972919999998
FALSE POSITIVE,60.62,1569,1.219324537
FALSE POSITIVE,268.75,888,2.401751509
FALSE POSITIVE,71.11,1045,10.14873521
FALSE POSITIVE,12.01,859,6.87366398
FALSE POSITIVE,28.73,1224,1.070272827
FALSE POSITIVE,5.08,3226,0.9771702459999999
FALSE POSITIVE,52.05,1836,1.135930136
FALSE POSITIVE,145.36,2721,1.801863222
FALSE POSITIVE,34.32,777,54.77145968
FALSE POSITIVE,29.78,1813,1.674690886
FALSE POSITIVE,18.59,827,1.0137741359999999
CANDIDATE,2.94,589,50.271927000000005
CANDIDATE,11.58,304,290.1401717
CONFIRMED,2.88,211,161.515617
FALSE POSITIVE,19.01,1225,2.112405306
FALSE POSITIVE,26.1,1668,1.870990236
FALSE POSITIVE,0.64,1453,1.33253834
FALSE POSITIVE,27.25,1847,1.2414832759999999
CONFIRMED,2.49,1092,14.8444836
FALSE POSITIVE,27.09,782,2.252417903
FALSE POSITIVE,38.63,1289,2.900613144
FALSE POSITIVE,38.79,294,174.7697122
FALSE POSITIVE,995.22,1363,9.72675447
FALSE POSITIVE,68.48,1194,8.096939227
FALSE POSITIVE,25.76,1829,0.64234865
FALSE POSITIVE,57.51,473,130.4194187
FALSE POSITIVE,576.14,262,99.673478
CANDIDATE,7.27,1159,4.742552099999999
FALSE POSITIVE,18.16,1550,0.955297055
FALSE POSITIVE,3.16,268,280.47657599999997
CANDIDATE,34.85,734,152.82559890000002
FALSE POSITIVE,33.14,1064,4.252082243
FALSE POSITIVE,62.41,873,14.18022831
CONFIRMED,8.98,264,282.5253558
FALSE POSITIVE,112.77,2157,0.656201038
FALSE POSITIVE,395.94,1689,2.617280959
FALSE POSITIVE,1.36,879,18.577903
FALSE POSITIVE,68.92,1978,1.4125240159999999
FALSE POSITIVE,26.2,670,5.77676732
CONFIRMED,4.55,410,88.40678718
FALSE POSITIVE,1.23,1478,3.6357236530000003
FALSE POSITIVE,2.09,821,15.160166
FALSE POSITIVE,25.55,1480,2.63009438
FALSE POSITIVE,25.39,938,9.40527028
FALSE POSITIVE,1.17,1401,4.15713766
FALSE POSITIVE,1.22,1591,3.2136904
CONFIRMED,2.57,384,138.944022
FALSE POSITIVE,2.64,706,12.4260454
FALSE POSITIVE,2.39,706,12.426000199999999
FALSE POSITIVE,1.78,2167,0.968026356
FALSE POSITIVE,26.09,829,10.10176739
FALSE POSITIVE,2.03,929,10.57910009
CANDIDATE,0.97,1822,1.480283464
FALSE POSITIVE,16.62,661,15.42040937
CONFIRMED,2.85,802,9.97682072
FALSE POSITIVE,4.57,323,61.491341500000004
CANDIDATE,0.84,1065,5.0263815
FALSE POSITIVE,1.27,966,3.17275711
CANDIDATE,2.09,1350,6.68231249
FALSE POSITIVE,1.84,2268,0.73619448
FALSE POSITIVE,0.95,477,10.18670759
FALSE POSITIVE,21.45,2279,0.54028956
FALSE POSITIVE,13.55,1518,2.17257963
FALSE POSITIVE,3.87,1840,3.307669761
FALSE POSITIVE,37.22,1615,3.183961388
FALSE POSITIVE,29.02,2128,0.7597664559999999
FALSE POSITIVE,9.82,1845,1.219034472
FALSE POSITIVE,19.58,1202,4.70847097
CANDIDATE,3.0,452,66.119119
FALSE POSITIVE,24.74,881,2.9720476610000004
FALSE POSITIVE,1.75,1134,2.237180102
FALSE POSITIVE,18.29,1638,0.93374232
FALSE POSITIVE,1.57,2151,0.495434094
FALSE POSITIVE,2.74,1510,8.48031302
CANDIDATE,1.49,1183,0.66682654
FALSE POSITIVE,37.47,1251,0.48968233899999997
CONFIRMED,2.89,166,364.75156200000004
FALSE POSITIVE,29.7,1288,2.189098506
FALSE POSITIVE,41.08,2035,0.7088055
FALSE POSITIVE,1.08,1628,1.5060196330000002
FALSE POSITIVE,0.52,1779,0.572513875
FALSE POSITIVE,32.5,480,35.14578122
CANDIDATE,20.23,1280,3.6903170469999997
CONFIRMED,3.79,324,105.95668149999999
FALSE POSITIVE,0.81,1211,2.95600563
FALSE POSITIVE,18.48,1153,11.80570754
FALSE POSITIVE,1.43,779,25.3710555
CANDIDATE,29.33,2530,1.38680229
FALSE POSITIVE,155.18,4900,8.58966893
FALSE POSITIVE,24.81,1081,4.468456599
FALSE POSITIVE,1.48,2475,0.933754669
FALSE POSITIVE,1.32,1449,1.71030803
FALSE POSITIVE,1.81,217,79.9201319
FALSE POSITIVE,22.63,1433,2.28612573
CANDIDATE,1.45,305,199.66876000000002
FALSE POSITIVE,446.29,2946,2.881100027
FALSE POSITIVE,1.36,1782,1.33254971
CANDIDATE,2.4,2432,0.469334634
CONFIRMED,2.19,561,71.4523167
FALSE POSITIVE,1.38,1741,1.7525645490000001
FALSE POSITIVE,1.06,933,1.7525537619999998
FALSE POSITIVE,1.7,1812,2.253551793
CONFIRMED,1.61,1650,1.06378861
FALSE POSITIVE,1.33,1087,2.1990638
CANDIDATE,75.08,809,132.1331011
FALSE POSITIVE,89.35,2783,1.120646438
FALSE POSITIVE,1.57,1524,1.710279417
FALSE POSITIVE,0.46,1940,0.56679641
CONFIRMED,6.3,938,42.3520039
FALSE POSITIVE,0.53,2004,0.566798545
CONFIRMED,2.03,1800,1.44445234
FALSE POSITIVE,31.99,984,9.60853601
FALSE POSITIVE,2.07,3112,0.933747751
FALSE POSITIVE,9.32,1296,3.17463577
FALSE POSITIVE,20.05,1040,22.468530899999998
CANDIDATE,38.11,1136,2.743978797
FALSE POSITIVE,2.2,259,364.14397
CONFIRMED,5.1,769,5.90741476
FALSE POSITIVE,10.92,1428,2.368173896
FALSE POSITIVE,1.84,535,5.73865933
FALSE POSITIVE,53.1,431,91.05641908
CONFIRMED,1.93,535,4.49686066
CANDIDATE,0.96,2208,0.5374094
CONFIRMED,2.1,491,24.754384899999998
FALSE POSITIVE,3.37,2397,1.79683793
FALSE POSITIVE,1.55,773,12.425483999999999
FALSE POSITIVE,2.07,245,371.1495
FALSE POSITIVE,49.25,1163,3.374684854
FALSE POSITIVE,1.12,1245,2.61841046
FALSE POSITIVE,8.85,1125,4.593594819
FALSE POSITIVE,2.17,1029,6.17039154
FALSE POSITIVE,4.54,1343,6.90522317
FALSE POSITIVE,2.17,802,4.27121961
FALSE POSITIVE,18.33,1754,1.306984786
FALSE POSITIVE,0.85,1733,0.7551091059999999
FALSE POSITIVE,19.02,484,25.3239215
CANDIDATE,0.51,1032,4.61225043
CONFIRMED,1.97,1113,7.99022379
FALSE POSITIVE,15.83,1870,0.73094701
FALSE POSITIVE,17.82,446,41.16676097
FALSE POSITIVE,237.84,3641,1.083736642
FALSE POSITIVE,55.95,1891,2.45570369
FALSE POSITIVE,18.9,772,6.3520908689999995
FALSE POSITIVE,1.46,1650,1.877350712
FALSE POSITIVE,21.43,1398,2.11552348
FALSE POSITIVE,3.63,1829,2.84573962
FALSE POSITIVE,1.02,928,7.01476115
FALSE POSITIVE,0.59,1836,1.13357304
FALSE POSITIVE,0.88,2001,0.643468999
FALSE POSITIVE,35.36,377,112.64596100000001
FALSE POSITIVE,1.82,1907,4.14244748
FALSE POSITIVE,18.09,3107,0.552834211
FALSE POSITIVE,149.44,3123,0.758354475
CONFIRMED,3.73,503,76.53695309999999
FALSE POSITIVE,25.43,1579,3.43525124
FALSE POSITIVE,40.82,3553,0.9628280920000001
CANDIDATE,0.7,1530,3.11141514
FALSE POSITIVE,2.51,1141,1.8781561880000002
FALSE POSITIVE,23.56,718,7.81153999
FALSE POSITIVE,17.9,1914,0.9934889790000001
FALSE POSITIVE,44.9,1880,1.334104585
FALSE POSITIVE,25.84,1432,2.115498574
FALSE POSITIVE,3.74,1761,6.49676881
FALSE POSITIVE,1.27,1037,2.057499811
FALSE POSITIVE,1.49,912,10.5856758
FALSE POSITIVE,15.78,1334,2.69633621
FALSE POSITIVE,2.14,497,11.2580745
FALSE POSITIVE,1.37,1414,1.099291188
FALSE POSITIVE,1.43,1840,0.47462889
FALSE POSITIVE,2.03,2246,0.299697755
FALSE POSITIVE,2.09,3653,0.33906975100000003
FALSE POSITIVE,0.99,1364,1.0819354909999999
CANDIDATE,1.27,1891,0.524175803
FALSE POSITIVE,0.86,1414,1.89129881
CANDIDATE,1.41,1058,4.94330596
CONFIRMED,2.25,291,178.139072
CANDIDATE,0.79,1885,0.619023176
FALSE POSITIVE,15.08,240,120.00336399999999
FALSE POSITIVE,68.81,978,4.067371428
FALSE POSITIVE,21.49,1171,2.46353343
FALSE POSITIVE,24.11,510,22.91339043
FALSE POSITIVE,1.5,1273,1.541350116
FALSE POSITIVE,12.6,1988,1.205412526
FALSE POSITIVE,23.38,1647,1.710316235
CONFIRMED,3.01,1020,23.9210408
CONFIRMED,1.29,1681,1.0936658540000002
FALSE POSITIVE,2.98,290,141.608555
CANDIDATE,0.68,1192,3.6092231
FALSE POSITIVE,1.47,1284,12.424733300000002
CANDIDATE,25.01,858,11.492711199999999
FALSE POSITIVE,27.74,441,70.7511986
CANDIDATE,2.91,371,116.583183
CONFIRMED,3.06,346,175.13891999999998
FALSE POSITIVE,92.86,3345,1.3020614209999999
FALSE POSITIVE,27.32,444,55.25178622
FALSE POSITIVE,21.49,1088,5.5482506339999995
FALSE POSITIVE,3.98,1392,4.442520831
CANDIDATE,1.27,3448,1.3396702409999999
FALSE POSITIVE,28.98,1111,2.685223546
FALSE POSITIVE,1.93,2115,0.805259637
FALSE POSITIVE,36.93,1709,2.464160779
CANDIDATE,2.08,643,13.0267964
FALSE POSITIVE,21.42,944,4.93129874
FALSE POSITIVE,104.18,4793,5.59187448
CANDIDATE,43.81,1794,1.88665445
FALSE POSITIVE,73.15,1596,14.53682228
FALSE POSITIVE,2.43,2492,1.72853003
CANDIDATE,1.68,2017,2.19068738
FALSE POSITIVE,2.82,3914,0.947730124
CANDIDATE,3.41,329,234.24073900000002
FALSE POSITIVE,1.72,234,341.01495
FALSE POSITIVE,4.79,1260,6.14631207
FALSE POSITIVE,39.49,659,27.36432337
FALSE POSITIVE,1.98,509,10.26231992
FALSE POSITIVE,11.12,1653,1.5195292269999998
FALSE POSITIVE,21.23,593,6.487525901000001
FALSE POSITIVE,21.19,1444,2.35197616
FALSE POSITIVE,1.88,1613,0.8616433309999999
FALSE POSITIVE,1.09,681,12.109762599999998
FALSE POSITIVE,49.24,743,19.7352868
FALSE POSITIVE,0.56,2299,0.566799125
CANDIDATE,1.39,794,20.1890396
FALSE POSITIVE,24.17,1961,1.061935973
CANDIDATE,2.05,619,38.57634829999999
FALSE POSITIVE,77.83,2502,1.8456105230000002
CONFIRMED,2.67,301,133.303247
FALSE POSITIVE,29.53,888,21.5702917
FALSE POSITIVE,1.87,1998,0.868723418
CONFIRMED,1.77,710,25.30893566
FALSE POSITIVE,6.42,1198,2.7595733410000003
CANDIDATE,29.24,725,14.38724729
CANDIDATE,3.45,300,58.430264799999996
FALSE POSITIVE,6.65,1395,13.37935853
FALSE POSITIVE,3.55,766,13.26255423
FALSE POSITIVE,1.7,1195,4.52342256
FALSE POSITIVE,48.79,2130,0.9093106259999999
FALSE POSITIVE,1.08,1659,0.648774274
CANDIDATE,28.44,1645,0.696125302
FALSE POSITIVE,40.73,238,302.38867819999996
FALSE POSITIVE,20.41,1017,5.24372504
FALSE POSITIVE,30.77,899,18.7952698
FALSE POSITIVE,12.62,855,42.2625935
FALSE POSITIVE,24.15,1142,3.549386251
FALSE POSITIVE,0.71,3089,0.566812588
FALSE POSITIVE,1.46,880,9.06557317
FALSE POSITIVE,2.29,1483,7.35390869
FALSE POSITIVE,1.41,743,15.7455586
FALSE POSITIVE,0.59,2077,0.566796615
CONFIRMED,1.34,1060,8.48651582
FALSE POSITIVE,3.05,2454,2.40435335
FALSE POSITIVE,5.24,299,220.9290121
FALSE POSITIVE,39.84,783,10.72396374
FALSE POSITIVE,36.8,379,119.67747
FALSE POSITIVE,50.98,343,185.9526325
FALSE POSITIVE,23.2,346,41.07759033
FALSE POSITIVE,44.59,525,63.934965000000005
FALSE POSITIVE,4.79,814,38.47694570000001
CONFIRMED,35.34,1654,37.3228722
FALSE POSITIVE,3.68,1921,1.664980224
FALSE POSITIVE,1.82,766,16.609490400000002
FALSE POSITIVE,1.5,1512,2.69787749
FALSE POSITIVE,1.15,851,5.23340265
FALSE POSITIVE,1.12,1161,3.51289168
FALSE POSITIVE,30.04,1692,1.3325647040000002
FALSE POSITIVE,49.84,1179,2.636899795
FALSE POSITIVE,17.38,2032,0.660629055
FALSE POSITIVE,1.14,1961,0.885123683
FALSE POSITIVE,4.11,313,471.65421
FALSE POSITIVE,1.1,1772,1.221204888
FALSE POSITIVE,1.3,2468,0.959853772
FALSE POSITIVE,6.77,1551,0.592243731
FALSE POSITIVE,1.85,790,20.7191626
CANDIDATE,3.93,326,399.37587
FALSE POSITIVE,6.64,579,16.60973843
FALSE POSITIVE,19.04,886,5.803127152999999
FALSE POSITIVE,719.49,504,35.51619219
FALSE POSITIVE,39.51,1959,0.589049151
CANDIDATE,32.16,515,41.88970036
FALSE POSITIVE,2.89,2748,1.25483232
FALSE POSITIVE,1.26,842,5.71483873
FALSE POSITIVE,27.36,2007,1.332567005
CONFIRMED,1.25,838,10.32736351
FALSE POSITIVE,1.72,2121,0.704541784
FALSE POSITIVE,28.06,1604,0.697996932
FALSE POSITIVE,3.71,443,110.9215892
FALSE POSITIVE,21.04,1050,3.88673217
CONFIRMED,13.43,1997,1.544928892
FALSE POSITIVE,50.33,551,44.63898306
CANDIDATE,1.75,1569,1.236866732
FALSE POSITIVE,1.31,1619,1.926888595
CONFIRMED,1.06,248,34.1420506
FALSE POSITIVE,1.53,2100,0.865759153
CANDIDATE,0.85,1365,1.3320359959999999
CONFIRMED,0.49,211,8.68910764
CONFIRMED,1.53,987,8.71980135
CONFIRMED,1.29,1062,7.00821787
FALSE POSITIVE,33.18,2162,0.9035833940000001
FALSE POSITIVE,1.34,1433,0.99014722
FALSE POSITIVE,0.82,1890,0.77359329
FALSE POSITIVE,0.82,2142,0.306937807
CANDIDATE,1.11,2034,0.7165318509999999
FALSE POSITIVE,1.75,2334,0.6374873120000001
CANDIDATE,2.17,892,5.47715718
CANDIDATE,0.53,875,7.57299816
FALSE POSITIVE,1.62,1172,4.30908594
FALSE POSITIVE,6.69,2136,0.422015793
FALSE POSITIVE,1.29,1735,0.676715927
CANDIDATE,0.76,832,4.64490141
FALSE POSITIVE,0.82,2471,0.576441813
FALSE POSITIVE,4.09,1713,0.768934934
CANDIDATE,1.1,1888,0.998212785
FALSE POSITIVE,2.25,2490,0.37368497700000003
FALSE POSITIVE,1.03,1719,0.544962596
FALSE POSITIVE,0.9,1917,0.769127296
CANDIDATE,1.64,851,4.09578199
CONFIRMED,2.62,450,91.9401253
CANDIDATE,1.33,567,4.5770016
CONFIRMED,0.72,676,14.4540329
FALSE POSITIVE,1.54,2717,0.812587678
FALSE POSITIVE,80.25,3367,1.000840564
CANDIDATE,22.29,755,13.616454699999998
CANDIDATE,1.46,694,7.55842923
CANDIDATE,2.44,633,35.8656484
CONFIRMED,0.91,1874,0.6381629329999999
FALSE POSITIVE,2.38,623,40.301684
FALSE POSITIVE,1.47,631,26.153785100000004
FALSE POSITIVE,0.9,152,354.63284
CANDIDATE,7.57,347,230.180357
FALSE POSITIVE,0.75,1038,5.2433865
FALSE POSITIVE,12.68,890,5.2435703
FALSE POSITIVE,1.59,537,55.7583803
FALSE POSITIVE,1.16,1421,3.7811230000000005
CANDIDATE,2.0,235,220.72014199999998
FALSE POSITIVE,20.5,464,634.84739
CANDIDATE,7.22,225,281.59215770000003
CANDIDATE,1.95,414,103.72215200000001
FALSE POSITIVE,1.84,591,29.975669699999997
FALSE POSITIVE,4.02,271,387.56519
FALSE POSITIVE,31.25,803,18.1118457
CANDIDATE,1.42,618,32.5474295
CANDIDATE,2.97,630,33.496911499999996
CANDIDATE,2.61,279,411.8969
FALSE POSITIVE,3.39,1665,1.389947459
CANDIDATE,5.52,519,127.67171100000002
FALSE POSITIVE,70.53,360,282.5363563
FALSE POSITIVE,134.79,1351,349.58811000000003
CANDIDATE,30.88,1996,1.680254289
CANDIDATE,4.41,578,151.13008
FALSE POSITIVE,281.62,6285,0.650701055
CANDIDATE,23.91,562,263.90141
FALSE POSITIVE,16.91,1037,59.742966
CANDIDATE,0.83,681,18.7821603
CANDIDATE,27.61,245,389.316341
FALSE POSITIVE,1.34,166,405.32063999999997
FALSE POSITIVE,10.76,530,342.830882
CANDIDATE,2.67,451,42.8774169
CANDIDATE,1.67,321,190.80078799999998
FALSE POSITIVE,164.46,2799,2.97601892
FALSE POSITIVE,399.44,2912,2.8824246939999996
FALSE POSITIVE,3.32,341,473.95103
FALSE POSITIVE,2825.04,251,168.77118000000002
FALSE POSITIVE,30.24,785,22.913832199999998
FALSE POSITIVE,2.37,237,538.36855
FALSE POSITIVE,1.37,400,161.537665
FALSE POSITIVE,107.0,2302,1.018360336
CANDIDATE,1.16,344,209.967521
FALSE POSITIVE,1.66,274,369.73011
FALSE POSITIVE,2.39,293,396.349253
CANDIDATE,1.72,551,21.3684341
FALSE POSITIVE,1.69,202,149.526152
FALSE POSITIVE,402.16,3058,2.8457363210000004
CANDIDATE,1.9,527,29.5632952
FALSE POSITIVE,2.04,324,181.81214
CANDIDATE,2.06,225,435.50635
FALSE POSITIVE,12.74,359,525.5604519999999
FALSE POSITIVE,57.97,1638,1.710299164
FALSE POSITIVE,28.41,1046,95.688682
CANDIDATE,1.4,696,38.168652
FALSE POSITIVE,4.7,1827,3.0031801
CANDIDATE,1.47,332,69.08935699999999
CONFIRMED,4.91,540,3.290304098
CANDIDATE,1.44,657,40.9882124
CANDIDATE,2.83,287,326.70552000000004
CANDIDATE,6.28,488,138.33374799999999
FALSE POSITIVE,1.27,164,343.49816
FALSE POSITIVE,1.24,667,11.2582311
FALSE POSITIVE,444.08,1101,155.046089
FALSE POSITIVE,1.14,768,12.4276185
FALSE POSITIVE,0.82,870,12.427076
CANDIDATE,6.04,1183,22.4932751
FALSE POSITIVE,19.71,565,315.50253399999997
CANDIDATE,1.26,292,215.732414
CONFIRMED,1.24,1352,4.13960513
FALSE POSITIVE,48.77,303,200.79976000000002
CANDIDATE,0.8,811,8.0906952
FALSE POSITIVE,156.91,2640,1.195515364
FALSE POSITIVE,2.04,293,210.97163500000002
FALSE POSITIVE,2.46,468,188.954072
FALSE POSITIVE,2.7,271,372.04697000000004
FALSE POSITIVE,1.36,202,438.81524
FALSE POSITIVE,2.1,807,27.892334499999997
FALSE POSITIVE,2.71,218,579.81521
FALSE POSITIVE,17.97,1503,0.7906069
FALSE POSITIVE,3.04,637,24.5714867
FALSE POSITIVE,45.75,2025,0.6811377959999999
FALSE POSITIVE,144.2,1082,3.7224044530000002
CANDIDATE,7.15,358,493.74242000000004
FALSE POSITIVE,116.92,2042,1.714414962
FALSE POSITIVE,43.47,304,646.2878933
FALSE POSITIVE,1.11,235,290.438547
CANDIDATE,0.84,2808,1.049468616
FALSE POSITIVE,89.55,2104,2.362348096
FALSE POSITIVE,17.22,764,136.830243
FALSE POSITIVE,1.69,592,36.190463799999996
FALSE POSITIVE,2.82,257,419.75224000000003
FALSE POSITIVE,1.53,266,419.95929
FALSE POSITIVE,2.36,361,206.309658
FALSE POSITIVE,4.92,1511,8.46184728
FALSE POSITIVE,1.69,274,681.01756
FALSE POSITIVE,1.32,1324,2.19509634
FALSE POSITIVE,22.15,740,9.942228056
CANDIDATE,1.13,632,22.2903562
FALSE POSITIVE,1.64,325,73.92399549999999
FALSE POSITIVE,25.26,1628,1.8437362000000002
CANDIDATE,2.37,531,55.180772
FALSE POSITIVE,56.94,507,281.36926
FALSE POSITIVE,1.72,271,84.6405853
FALSE POSITIVE,113.97,2955,15.202442600000001
FALSE POSITIVE,22.88,3461,1.52327807
FALSE POSITIVE,3.11,350,574.3706400000001
FALSE POSITIVE,1.81,334,253.87706
FALSE POSITIVE,2.4,322,110.08926699999999
CANDIDATE,1.57,290,385.29212
FALSE POSITIVE,1.33,459,80.292171
FALSE POSITIVE,27.45,4913,1.049406508
FALSE POSITIVE,2.09,290,455.195496
FALSE POSITIVE,2.49,862,3.58957045
FALSE POSITIVE,0.8,419,37.078668
FALSE POSITIVE,1.42,353,228.196872
FALSE POSITIVE,50.54,533,44.71445009
FALSE POSITIVE,0.92,265,40.880153899999996
FALSE POSITIVE,2.72,483,25.166806
FALSE POSITIVE,124.23,2018,1.7525628080000002
FALSE POSITIVE,25.67,1377,1.89140138
FALSE POSITIVE,403.01,2635,6.70258007
FALSE POSITIVE,30.47,4585,6.2095391
FALSE POSITIVE,4.48,430,615.1603299999999
FALSE POSITIVE,1.2,989,1.89124738
FALSE POSITIVE,23.6,4480,1.89125883
FALSE POSITIVE,2.6,701,353.36705
CANDIDATE,8.86,329,180.4118581
FALSE POSITIVE,12.35,2090,4.750256809
FALSE POSITIVE,1148.7,6867,0.938857507
FALSE POSITIVE,5.46,442,392.47291
FALSE POSITIVE,2.22,299,149.237142
FALSE POSITIVE,1.99,224,501.51698
